user_id,group,pre_spend,spend,converted
30105,treatment,8.9,11.87,0
9226,control,28.38,4.29,0
14637,control,19.87,15.45,1
11221,control,10.08,31.99,1
35119,treatment,21.73,0.0,0
31297,treatment,35.91,49.01,0
11587,control,38.78,18.52,0
9865,control,12.79,0.0,0
28929,treatment,17.62,10.73,0
18993,control,23.92,48.05,0
10945,control,34.43,30.81,0
21137,treatment,33.47,35.17,0
12424,control,26.35,40.01,0
22150,treatment,24.3,2.08,0
22860,treatment,14.11,19.63,1
23589,treatment,7.12,17.91,0
6430,control,49.85,69.21,0
6133,control,40.02,28.63,0
24434,treatment,20.81,15.43,0
25515,treatment,21.26,29.55,0
27199,treatment,19.07,30.69,0
16449,control,13.37,25.97,0
5187,control,22.47,10.8,0
1161,control,28.12,39.25,0
14054,control,9.9,15.22,0
15631,control,3.79,34.81,0
22211,treatment,22.33,53.35,0
13543,control,8.39,0.99,0
11333,control,6.12,31.02,1
30277,treatment,31.89,60.41,0
21363,treatment,23.84,19.77,0
15249,control,15.75,19.53,0
17525,control,26.41,43.67,1
2548,control,7.49,41.92,0
30102,treatment,1.74,0.0,0
3656,control,21.28,22.39,0
4112,control,4.5,0.0,0
15977,control,15.24,20.8,0
22947,treatment,15.98,8.6,0
34369,treatment,14.48,2.4,0
8365,control,9.54,0.0,0
30207,treatment,30.23,14.52,0
29459,treatment,49.52,15.41,0
26897,treatment,7.08,0.0,0
33151,treatment,11.43,23.37,0
25421,treatment,10.53,0.0,0
16088,control,25.77,20.83,0
35030,treatment,50.17,53.49,0
1764,control,15.96,6.22,0
18840,control,31.15,39.68,0
22591,treatment,29.54,7.99,0
37257,treatment,21.15,14.1,0
25868,treatment,41.24,3.89,0
11035,control,17.25,21.18,0
29708,treatment,13.93,9.78,0
12260,control,15.55,34.72,0
249,control,2.78,0.0,0
31565,treatment,31.18,31.93,0
717,control,37.82,25.25,0
25890,treatment,20.73,9.33,0
15758,control,12.57,33.89,0
39745,treatment,18.06,7.85,0
35481,treatment,40.74,31.52,0
19326,control,26.49,25.36,0
37191,treatment,56.3,55.82,0
28043,treatment,15.26,22.87,0
9035,control,7.26,2.67,0
29771,treatment,25.27,26.12,0
39657,treatment,20.65,0.0,1
11175,control,16.75,12.66,0
23488,treatment,9.23,27.89,0
9356,control,10.41,16.79,0
18407,control,53.59,43.93,0
31458,treatment,24.29,11.24,0
21458,treatment,21.6,48.35,0
39423,treatment,19.17,27.43,0
34571,treatment,8.72,0.0,0
6832,control,15.13,10.6,0
11466,control,0.69,23.55,0
9451,control,28.39,0.0,0
8292,control,26.9,43.23,0
18401,control,14.55,8.4,0
21010,treatment,4.98,15.3,1
1110,control,76.48,49.92,0
4667,control,5.27,24.56,1
28504,treatment,29.25,45.87,0
1023,control,15.56,34.06,0
12963,control,43.27,65.21,1
10270,control,27.05,4.5,1
38094,treatment,23.84,25.7,0
31186,treatment,6.39,0.0,0
6784,control,22.14,16.07,0
7179,control,55.3,60.14,0
35695,treatment,21.77,28.65,0
5034,control,10.59,0.0,0
9665,control,21.91,28.85,0
38036,treatment,14.57,15.52,0
827,control,23.27,0.0,0
26455,treatment,22.53,2.41,0
25160,treatment,26.21,29.93,1
14695,control,57.21,52.31,0
4673,control,26.22,23.52,0
9567,control,3.49,40.34,0
2338,control,33.97,42.85,0
27954,treatment,35.34,36.51,0
21650,treatment,23.35,11.37,0
17948,control,16.93,35.24,0
29363,treatment,3.89,10.88,0
8117,control,30.23,27.87,0
30234,treatment,21.99,32.52,0
4341,control,10.65,33.3,0
30959,treatment,31.12,26.7,0
19119,control,6.13,0.0,0
8729,control,38.7,47.4,0
11809,control,32.57,31.41,0
31519,treatment,21.11,40.5,0
34893,treatment,27.64,26.94,0
21162,treatment,94.88,85.28,0
37915,treatment,31.68,55.33,0
30233,treatment,17.59,11.05,1
21247,treatment,29.83,28.77,0
20605,treatment,14.09,17.05,0
39360,treatment,49.65,40.85,0
568,control,7.99,0.0,0
28416,treatment,24.19,0.0,0
31222,treatment,10.25,0.0,0
29469,treatment,21.6,37.31,0
3722,control,34.2,10.95,0
33468,treatment,12.77,19.88,1
2740,control,8.59,0.0,0
12367,control,6.09,7.34,0
29352,treatment,12.84,34.13,0
9656,control,9.92,28.81,0
7314,control,7.38,14.99,0
30805,treatment,16.57,46.58,0
11688,control,28.07,21.46,1
31068,treatment,1.98,24.19,0
25422,treatment,54.99,67.58,0
19297,control,35.83,35.22,0
23016,treatment,66.69,61.08,0
30446,treatment,63.38,67.48,0
33013,treatment,50.47,36.21,0
10115,control,20.86,10.89,0
11499,control,23.69,29.42,0
10981,control,57.66,45.16,0
27152,treatment,7.47,0.0,0
6514,control,12.73,20.6,0
18279,control,16.24,11.81,0
2662,control,21.01,21.99,0
30042,treatment,59.51,55.65,0
34989,treatment,21.44,31.19,0
1946,control,50.37,46.92,0
28780,treatment,15.18,33.56,1
34777,treatment,8.25,31.1,0
15804,control,7.86,0.0,0
9894,control,36.89,47.76,1
32016,treatment,20.81,16.0,0
7077,control,10.33,23.97,0
31647,treatment,20.84,36.23,0
21448,treatment,21.92,47.44,0
2394,control,34.87,31.87,0
16900,control,40.3,42.88,0
33811,treatment,14.33,2.52,0
20320,treatment,28.07,22.86,0
23027,treatment,25.18,12.75,0
27941,treatment,24.47,12.09,0
24807,treatment,74.45,38.1,0
38655,treatment,29.04,42.83,0
23244,treatment,24.39,40.54,0
27614,treatment,35.39,31.13,0
29962,treatment,12.89,16.52,0
21741,treatment,5.16,15.69,0
8049,control,42.38,46.66,0
7405,control,8.66,0.0,0
28949,treatment,36.84,6.66,0
22897,treatment,15.88,41.69,0
11593,control,4.35,1.19,0
22648,treatment,35.83,40.02,0
9910,control,44.03,27.32,0
25240,treatment,16.58,50.08,1
38482,treatment,8.5,50.06,1
26172,treatment,17.15,11.2,0
14825,control,36.13,37.19,0
4707,control,52.98,54.82,0
6572,control,20.41,9.5,0
1550,control,49.69,34.47,0
9407,control,21.36,23.86,0
5778,control,38.43,16.57,1
22004,treatment,16.02,15.73,0
34212,treatment,24.57,33.02,0
19324,control,33.5,42.31,0
23986,treatment,45.43,34.42,0
8788,control,24.0,10.82,0
8634,control,42.6,54.86,0
19061,control,26.16,52.54,0
2998,control,28.79,19.88,0
9540,control,24.87,18.79,0
11699,control,3.64,0.98,0
2552,control,6.11,8.9,0
8570,control,14.2,15.18,0
29187,treatment,1.43,14.74,0
9947,control,22.19,17.5,0
16602,control,10.7,0.0,0
19915,control,60.31,58.07,0
36189,treatment,26.57,27.55,0
36412,treatment,6.74,35.56,0
5080,control,2.6,13.85,0
2025,control,25.92,24.65,0
13237,control,46.49,38.6,0
1982,control,52.57,43.5,0
33147,treatment,16.9,28.62,0
29238,treatment,32.65,27.08,0
6891,control,54.51,35.3,0
16634,control,9.47,3.88,0
4985,control,22.44,22.75,0
19054,control,38.33,35.35,0
14328,control,25.24,32.33,1
38240,treatment,60.78,40.53,1
28729,treatment,11.2,10.72,0
34542,treatment,28.99,31.21,0
34829,treatment,10.66,3.5,0
7996,control,11.34,9.29,0
11791,control,2.89,0.0,0
30455,treatment,27.9,12.62,0
8146,control,9.74,0.0,0
36743,treatment,18.74,27.19,0
6968,control,12.46,4.36,0
39791,treatment,14.16,35.31,0
26421,treatment,32.16,37.4,0
26584,treatment,18.4,0.0,0
36037,treatment,21.11,34.26,0
25326,treatment,15.37,16.8,0
31488,treatment,45.25,38.07,1
27652,treatment,8.14,36.21,0
16424,control,28.42,25.65,0
21150,treatment,19.16,23.85,0
28952,treatment,25.33,31.1,0
15488,control,20.77,3.8,0
36018,treatment,23.16,25.37,0
6002,control,24.63,23.47,0
9866,control,21.06,2.03,0
38047,treatment,39.38,54.51,1
33428,treatment,32.43,18.18,0
8169,control,5.26,23.97,0
5753,control,20.35,5.09,0
20884,treatment,18.34,19.9,0
19166,control,16.44,33.84,0
30382,treatment,49.07,42.12,0
16393,control,12.97,32.02,0
5434,control,55.35,20.65,0
31471,treatment,12.01,23.97,0
16390,control,12.88,12.51,0
9439,control,57.08,58.6,1
28750,treatment,40.01,64.2,0
35486,treatment,66.15,68.85,0
39509,treatment,8.31,24.02,0
37286,treatment,59.25,48.21,0
841,control,31.33,29.12,0
18609,control,23.31,38.3,0
6132,control,54.51,32.09,0
12099,control,48.7,41.93,0
37051,treatment,4.74,3.74,1
37619,treatment,13.92,0.0,0
413,control,8.69,4.87,0
15078,control,11.71,20.52,0
37563,treatment,14.04,23.01,0
15572,control,13.35,0.0,0
10466,control,27.31,42.76,0
670,control,4.81,14.15,0
7435,control,28.36,16.84,1
22443,treatment,18.54,9.48,0
34718,treatment,9.73,8.81,0
34687,treatment,33.11,44.82,0
19743,control,31.0,13.33,0
30476,treatment,8.16,16.03,0
27548,treatment,26.08,29.18,0
34781,treatment,15.12,27.28,0
35236,treatment,24.1,68.05,0
11228,control,14.59,13.26,1
5916,control,37.79,24.4,0
29176,treatment,10.33,21.93,0
34722,treatment,49.09,25.88,0
4854,control,9.12,4.08,0
16185,control,10.71,17.65,0
14562,control,49.35,38.65,0
37387,treatment,17.01,5.58,0
38609,treatment,18.56,19.72,0
13330,control,43.06,43.01,0
39772,treatment,3.61,2.78,0
6495,control,40.23,32.19,0
8066,control,21.12,10.07,0
33714,treatment,15.16,10.43,1
33194,treatment,10.06,13.7,1
523,control,14.96,7.47,0
1468,control,42.9,54.91,0
32278,treatment,17.16,26.9,0
25686,treatment,21.94,26.7,0
2421,control,38.39,29.44,0
35052,treatment,9.55,16.29,0
10422,control,34.94,4.84,0
36105,treatment,43.31,36.79,0
37320,treatment,18.58,21.21,0
28451,treatment,34.5,23.43,0
12482,control,9.16,26.21,0
11093,control,29.16,33.43,0
37146,treatment,23.94,27.68,0
9601,control,11.43,6.53,0
29612,treatment,19.32,12.01,0
24269,treatment,40.04,44.64,0
18352,control,7.42,40.98,0
5898,control,10.09,3.49,0
38003,treatment,9.71,31.03,1
37280,treatment,28.32,10.08,0
37886,treatment,10.23,9.83,0
30208,treatment,21.61,13.93,1
25519,treatment,9.44,5.46,0
14478,control,71.1,32.19,0
5885,control,22.57,29.82,0
11125,control,15.94,0.0,0
22715,treatment,16.05,41.62,0
12228,control,29.21,47.31,0
33418,treatment,17.3,42.45,0
4656,control,2.18,0.0,0
7580,control,13.4,52.41,0
9227,control,11.96,0.0,0
540,control,12.11,0.0,0
33800,treatment,17.61,5.5,0
6388,control,11.86,1.56,1
19940,control,12.14,5.64,1
27029,treatment,19.71,12.24,0
28956,treatment,24.32,19.58,0
8257,control,5.51,0.0,0
7495,control,19.72,8.98,1
5552,control,71.07,66.16,0
23538,treatment,15.81,6.27,0
21393,treatment,34.97,19.8,0
9074,control,44.37,22.32,0
34430,treatment,49.39,50.61,0
16935,control,10.52,18.94,0
28250,treatment,22.72,10.48,0
27679,treatment,55.02,29.7,1
12650,control,16.04,50.66,0
13438,control,14.57,9.31,0
14897,control,41.23,28.94,0
29100,treatment,18.43,21.57,0
13944,control,17.73,23.51,0
7483,control,29.83,8.81,0
14055,control,18.14,38.8,0
33527,treatment,32.88,29.01,0
33605,treatment,31.76,39.44,0
39463,treatment,8.36,0.0,1
4892,control,52.03,30.77,0
12756,control,62.07,56.75,0
3778,control,2.13,23.18,0
36275,treatment,14.32,18.28,0
29912,treatment,96.04,72.26,0
31002,treatment,34.76,63.83,0
36099,treatment,6.6,29.51,0
29125,treatment,8.22,32.1,0
4373,control,25.5,26.04,0
11030,control,3.62,0.0,0
6914,control,17.04,0.0,0
13355,control,29.47,39.49,0
11441,control,39.89,37.1,1
18992,control,25.02,41.59,0
7169,control,12.91,1.13,0
5018,control,15.99,25.11,0
20076,treatment,12.35,15.13,0
38353,treatment,31.14,20.18,0
15165,control,29.86,33.67,1
30222,treatment,41.9,21.78,0
17900,control,17.69,8.44,0
12160,control,13.31,0.59,0
33427,treatment,3.11,0.0,0
26815,treatment,5.96,8.53,0
29594,treatment,43.81,22.6,0
15072,control,31.32,26.28,0
16217,control,30.16,21.91,0
32586,treatment,19.91,19.65,0
13680,control,2.79,8.07,0
6464,control,26.82,39.1,0
18147,control,12.94,3.82,0
19784,control,24.55,14.26,0
25121,treatment,17.3,7.58,0
7356,control,49.38,32.27,0
36503,treatment,2.89,10.85,0
9760,control,9.09,11.56,0
10881,control,14.65,0.0,0
18547,control,6.68,7.26,0
16172,control,9.12,0.0,0
35049,treatment,4.02,0.0,0
33674,treatment,28.06,0.0,0
34080,treatment,5.04,43.87,0
20943,treatment,5.53,27.43,0
3981,control,72.06,94.04,0
8547,control,16.35,4.79,0
38506,treatment,32.56,48.24,1
35023,treatment,32.63,0.0,0
23666,treatment,18.3,18.81,0
10557,control,20.98,11.04,0
11790,control,37.0,38.96,1
4281,control,4.51,0.0,1
29496,treatment,7.91,5.73,0
20695,treatment,1.9,28.15,0
22157,treatment,16.79,21.96,0
157,control,9.86,15.26,0
28836,treatment,29.26,34.99,1
14408,control,25.98,23.52,0
22037,treatment,6.2,23.79,0
6259,control,19.71,39.51,0
2431,control,32.48,25.27,0
9606,control,7.21,18.38,0
6228,control,21.41,0.37,0
17593,control,5.66,0.0,0
3363,control,16.34,31.16,0
15506,control,18.43,18.88,0
2224,control,10.77,53.01,0
39797,treatment,22.32,25.23,0
223,control,7.76,15.53,0
10562,control,1.15,2.51,1
7275,control,28.75,25.7,0
37016,treatment,11.94,0.0,0
25847,treatment,19.15,43.2,1
31135,treatment,24.59,6.41,0
28810,treatment,34.91,31.41,0
5509,control,2.34,20.37,0
37993,treatment,34.7,15.85,0
33358,treatment,8.15,28.01,0
15906,control,20.85,3.14,0
27291,treatment,40.68,38.07,0
20787,treatment,15.21,0.71,0
29762,treatment,22.03,31.46,0
16431,control,31.8,6.99,0
1314,control,11.58,9.02,1
26600,treatment,38.14,57.25,0
34944,treatment,16.41,0.0,0
9391,control,23.54,32.56,0
459,control,26.21,65.76,0
36317,treatment,21.65,26.22,0
6459,control,29.99,35.59,0
3902,control,40.13,12.75,0
26049,treatment,23.5,17.68,0
27938,treatment,41.42,33.43,1
20268,treatment,10.0,0.39,0
8177,control,17.39,0.0,0
22076,treatment,41.18,53.07,0
16442,control,22.16,54.54,0
14471,control,29.19,12.67,0
7848,control,51.14,50.37,0
12696,control,33.13,27.38,0
25932,treatment,6.35,12.78,1
35829,treatment,13.43,0.0,0
8045,control,14.76,16.89,0
9153,control,23.78,33.45,0
32070,treatment,11.38,15.27,0
25961,treatment,37.39,36.76,0
22577,treatment,18.68,29.64,1
6903,control,48.01,46.9,1
24496,treatment,68.59,79.38,0
18851,control,30.79,42.25,1
7529,control,16.47,22.47,0
23685,treatment,27.3,27.0,0
20953,treatment,18.98,34.64,0
24557,treatment,58.9,56.69,1
18922,control,44.0,43.0,0
23578,treatment,6.7,9.95,0
37633,treatment,51.13,58.38,1
31107,treatment,2.18,14.99,0
18891,control,7.61,0.0,0
6476,control,5.38,14.22,0
21566,treatment,25.95,45.25,0
8656,control,8.2,11.05,0
33362,treatment,9.61,32.77,0
22841,treatment,15.66,19.19,0
35373,treatment,48.58,37.92,0
4490,control,26.98,44.29,1
10922,control,1.0,0.0,0
20567,treatment,8.03,2.76,1
16813,control,7.24,28.42,0
29311,treatment,24.15,45.33,0
3769,control,35.54,14.68,0
36000,treatment,23.21,23.71,0
26557,treatment,3.97,13.82,0
9291,control,15.91,1.31,0
21155,treatment,4.43,7.99,0
37788,treatment,16.85,19.74,0
26298,treatment,14.11,19.25,1
38555,treatment,70.91,63.8,0
13636,control,11.15,0.0,0
32267,treatment,2.98,22.18,0
6978,control,8.23,6.25,0
3560,control,48.59,51.02,0
6112,control,40.73,26.93,0
17397,control,45.35,48.48,0
9189,control,8.89,14.58,0
15334,control,17.83,3.77,0
21504,treatment,27.31,34.07,0
10056,control,22.93,6.83,0
37876,treatment,10.96,29.81,0
32222,treatment,26.54,21.74,0
9775,control,23.11,36.73,0
6379,control,10.04,18.41,0
31607,treatment,35.61,44.29,0
14425,control,30.52,30.79,0
16826,control,27.39,28.19,0
22124,treatment,13.11,23.94,0
1517,control,32.85,41.03,0
9331,control,35.49,86.9,0
21349,treatment,20.49,24.55,0
28569,treatment,79.5,72.56,0
5834,control,15.33,26.71,0
15568,control,28.59,12.32,0
2106,control,35.07,50.46,1
14460,control,20.52,15.54,0
30018,treatment,32.44,43.14,1
14067,control,10.09,0.0,0
39958,treatment,52.08,54.81,0
32813,treatment,24.19,8.79,0
36408,treatment,6.76,14.16,0
4233,control,14.74,25.79,0
32472,treatment,22.15,24.9,0
19070,control,72.97,39.24,0
5429,control,4.45,6.18,1
36594,treatment,12.03,11.21,0
30665,treatment,31.58,32.78,1
9421,control,67.53,73.21,0
4234,control,30.46,36.88,0
31461,treatment,29.51,6.84,0
21215,treatment,11.13,17.92,0
2459,control,7.71,24.33,0
7488,control,40.91,34.66,0
21567,treatment,46.28,42.41,0
15791,control,10.13,7.07,0
37756,treatment,17.1,44.65,0
2845,control,26.56,25.6,0
33499,treatment,11.09,26.0,0
6398,control,6.72,12.06,0
19712,control,12.31,0.0,0
29505,treatment,27.67,38.44,0
30964,treatment,43.88,49.88,0
2326,control,9.55,28.13,0
22410,treatment,40.54,35.6,0
6387,control,9.77,31.68,1
39962,treatment,21.13,21.41,0
25321,treatment,16.76,20.84,0
15457,control,26.13,26.98,0
13982,control,29.93,22.33,0
23659,treatment,13.86,11.88,0
26233,treatment,15.47,12.6,0
38889,treatment,24.0,28.82,0
5377,control,47.07,74.82,0
12108,control,32.4,34.78,0
4763,control,17.25,8.5,0
7746,control,7.9,9.31,0
32113,treatment,68.18,41.6,0
370,control,19.94,22.11,0
283,control,12.17,5.54,0
5410,control,38.29,47.93,0
18029,control,19.54,21.0,0
30230,treatment,49.53,32.29,0
27238,treatment,20.55,61.97,0
35421,treatment,21.79,18.12,0
22728,treatment,32.55,31.61,1
28830,treatment,8.64,23.9,0
14537,control,29.0,36.25,1
23826,treatment,24.44,44.75,0
35254,treatment,38.94,44.38,0
29068,treatment,17.01,6.72,0
6407,control,23.81,6.81,0
28622,treatment,11.42,33.49,0
2926,control,39.62,47.37,0
30137,treatment,25.3,51.85,1
39647,treatment,48.44,53.11,0
19382,control,2.88,26.45,0
29960,treatment,23.27,5.97,0
32275,treatment,27.98,20.99,0
4420,control,8.24,34.23,0
22730,treatment,9.07,32.29,0
27869,treatment,16.22,47.23,1
30565,treatment,67.45,45.28,0
9469,control,58.4,67.51,0
24904,treatment,31.7,17.1,0
12830,control,28.63,19.94,0
28823,treatment,9.48,0.0,0
29744,treatment,12.88,30.39,1
11116,control,20.38,11.69,0
16381,control,20.8,24.32,0
38723,treatment,19.17,36.78,0
28050,treatment,43.49,38.06,0
31596,treatment,50.02,59.9,0
4456,control,58.77,48.7,0
9683,control,43.72,42.72,0
27586,treatment,19.34,27.82,0
12703,control,29.27,39.27,0
22761,treatment,36.46,10.24,0
4031,control,16.96,0.0,0
33118,treatment,75.08,50.23,0
38023,treatment,7.93,15.47,0
35004,treatment,12.58,14.54,0
5145,control,48.05,28.12,0
32853,treatment,4.79,3.16,0
9328,control,49.71,75.99,0
3106,control,13.75,9.95,0
5718,control,38.49,33.03,0
37943,treatment,32.77,30.78,0
24491,treatment,3.87,4.22,0
20174,treatment,4.64,16.25,0
37986,treatment,30.13,22.97,0
38844,treatment,41.85,56.83,0
18125,control,14.53,5.24,0
7064,control,3.07,0.0,0
145,control,33.6,41.0,1
6342,control,5.97,6.7,0
29286,treatment,16.99,45.83,0
5271,control,17.26,39.21,0
38852,treatment,14.49,14.21,0
38441,treatment,59.64,61.41,0
25872,treatment,27.42,3.07,0
6509,control,22.36,29.54,0
1985,control,23.77,13.48,0
16028,control,9.53,23.0,0
3912,control,14.15,4.5,0
33482,treatment,7.31,8.96,0
31603,treatment,23.26,38.43,0
32808,treatment,49.5,62.31,0
8184,control,9.99,3.64,0
27005,treatment,30.69,57.93,0
8046,control,12.08,17.41,0
3392,control,26.0,47.66,0
18963,control,40.07,36.63,0
19370,control,4.23,14.22,0
11558,control,18.21,12.46,0
1265,control,12.65,25.76,0
33516,treatment,22.23,4.61,0
7505,control,28.95,60.2,0
36574,treatment,27.35,20.48,1
770,control,7.25,4.85,0
6311,control,39.01,34.21,0
448,control,22.52,15.07,0
14850,control,24.84,14.8,0
31841,treatment,30.7,23.51,0
17019,control,24.64,1.15,0
6819,control,24.84,24.17,0
12608,control,69.24,75.62,0
18365,control,7.93,19.58,0
34477,treatment,6.05,12.09,1
20437,treatment,23.74,31.2,1
22528,treatment,38.05,50.12,0
3513,control,0.96,0.0,1
8328,control,9.96,16.96,1
7391,control,36.92,50.25,0
38819,treatment,26.55,5.34,1
13577,control,45.39,58.23,0
21919,treatment,39.23,22.5,0
32583,treatment,19.83,17.81,0
22221,treatment,28.4,30.2,0
25918,treatment,33.98,27.6,0
37662,treatment,30.28,28.36,0
21698,treatment,20.08,43.59,1
26946,treatment,79.07,31.09,0
37355,treatment,24.89,11.88,1
30451,treatment,24.59,5.57,1
1269,control,16.93,0.0,1
2718,control,8.77,9.74,1
12545,control,21.23,19.79,0
32017,treatment,9.29,0.0,0
25723,treatment,14.35,25.53,0
183,control,11.69,38.4,0
31446,treatment,14.34,18.59,1
23354,treatment,26.79,31.02,1
36884,treatment,5.72,0.87,0
12239,control,11.38,33.41,0
12175,control,11.16,9.91,0
38306,treatment,21.95,0.0,0
33509,treatment,19.6,0.0,0
12119,control,9.5,14.94,1
9521,control,24.47,19.35,0
13723,control,30.93,39.33,1
24950,treatment,13.98,5.24,0
28565,treatment,37.4,16.23,0
15678,control,20.18,54.94,0
1993,control,21.53,5.02,0
31598,treatment,16.29,4.62,0
5163,control,18.36,25.73,0
23910,treatment,29.72,52.97,0
17848,control,12.34,0.0,0
39284,treatment,15.33,25.57,0
22736,treatment,50.68,28.16,1
17662,control,50.08,58.92,0
36861,treatment,17.99,31.5,0
39950,treatment,20.4,42.52,0
19832,control,4.64,4.52,0
12516,control,18.7,0.0,0
28822,treatment,13.4,0.0,0
8017,control,16.87,7.16,0
30594,treatment,28.7,33.08,0
33616,treatment,18.14,14.42,0
31718,treatment,32.73,17.63,0
10243,control,36.78,48.24,0
9507,control,44.87,59.67,0
31133,treatment,14.88,25.99,0
39981,treatment,13.76,25.42,0
30927,treatment,18.19,9.29,0
485,control,9.3,18.58,1
3137,control,16.02,0.21,0
13303,control,14.81,24.79,0
21959,treatment,16.1,34.85,0
15195,control,15.87,7.48,0
27334,treatment,56.56,44.28,0
27913,treatment,12.68,30.16,0
24210,treatment,26.99,19.17,0
33101,treatment,6.02,0.0,1
15348,control,7.94,45.22,0
28553,treatment,27.02,16.65,0
22671,treatment,12.54,30.47,0
10159,control,16.0,22.6,0
33635,treatment,51.82,41.35,0
20894,treatment,17.94,11.49,0
32832,treatment,32.37,37.46,0
27750,treatment,29.92,30.07,1
18801,control,40.41,24.52,0
38486,treatment,27.32,23.67,1
25249,treatment,29.8,35.24,0
30727,treatment,29.27,38.33,0
23098,treatment,62.46,52.58,0
14530,control,34.55,16.29,0
1599,control,23.69,37.42,0
19934,control,35.75,34.64,0
8939,control,15.71,22.51,0
922,control,13.62,2.57,0
7120,control,6.37,12.3,0
32055,treatment,33.5,24.41,0
10951,control,20.79,7.99,0
34305,treatment,33.89,20.11,0
10182,control,27.24,0.0,0
17687,control,1.2,5.67,0
8560,control,9.83,5.78,0
10727,control,26.05,39.8,0
33487,treatment,16.75,0.81,0
16626,control,9.31,15.36,0
33089,treatment,38.88,27.58,0
25965,treatment,24.16,44.17,0
7248,control,44.95,52.76,0
30,control,6.95,23.64,0
20830,treatment,45.97,47.82,0
33841,treatment,4.97,41.42,1
3054,control,17.71,13.21,1
39607,treatment,10.93,24.35,0
20036,treatment,49.33,43.51,1
31922,treatment,38.16,34.67,1
4180,control,9.31,13.3,0
8591,control,16.52,6.96,0
3070,control,9.36,35.55,0
3386,control,41.84,30.86,0
2354,control,12.32,14.31,0
34374,treatment,19.27,11.27,0
16153,control,13.96,12.73,1
33928,treatment,10.14,25.86,0
9975,control,17.65,44.37,1
14485,control,80.09,80.42,1
14352,control,16.39,53.64,0
22839,treatment,25.08,22.4,0
3262,control,2.02,0.0,0
25364,treatment,13.49,4.48,0
18402,control,18.92,11.47,0
26360,treatment,27.56,15.14,0
10473,control,8.71,7.56,0
37550,treatment,52.99,45.11,0
11294,control,14.41,9.93,0
34523,treatment,33.3,58.63,0
13730,control,37.57,23.58,0
18331,control,39.71,10.39,1
37871,treatment,13.88,25.25,0
30798,treatment,14.89,28.5,0
32417,treatment,9.92,0.0,0
17411,control,94.84,75.77,0
15456,control,23.02,18.97,0
26206,treatment,18.67,19.76,0
27593,treatment,56.36,47.89,0
6019,control,31.54,0.0,0
6273,control,21.03,34.44,0
12870,control,50.6,73.38,0
18335,control,18.51,41.69,0
25336,treatment,11.47,27.64,0
28025,treatment,49.46,59.05,0
33553,treatment,72.51,48.14,0
29482,treatment,38.34,10.0,0
920,control,27.93,31.03,0
28371,treatment,37.74,24.21,0
16133,control,25.93,32.5,0
1788,control,11.17,3.41,1
11218,control,26.88,47.49,0
35987,treatment,16.99,24.49,0
35635,treatment,48.97,16.6,0
19234,control,34.47,34.1,0
16342,control,5.22,0.0,0
17973,control,24.52,17.37,0
37054,treatment,16.51,23.2,0
31762,treatment,5.91,8.52,0
20232,treatment,46.32,10.45,0
31839,treatment,17.76,23.93,0
26568,treatment,32.05,34.67,0
39455,treatment,12.1,23.55,0
28429,treatment,13.02,7.69,0
9705,control,6.52,36.4,0
33159,treatment,26.21,29.91,1
6030,control,24.13,14.82,0
30645,treatment,27.34,46.57,0
33326,treatment,8.29,0.0,0
1512,control,21.92,0.0,0
28417,treatment,10.64,9.91,0
35300,treatment,54.51,46.05,0
4168,control,51.12,34.16,1
14642,control,61.58,64.22,0
30877,treatment,84.67,65.25,0
34353,treatment,2.06,24.02,0
33933,treatment,33.62,46.83,0
23587,treatment,34.3,30.56,0
24146,treatment,17.13,11.02,0
21382,treatment,12.68,30.92,0
13996,control,24.61,46.22,0
27825,treatment,16.77,25.25,1
22506,treatment,17.73,5.38,0
974,control,13.78,9.5,0
6488,control,31.99,28.78,0
924,control,19.41,24.43,0
9774,control,23.93,35.55,0
34464,treatment,51.89,37.62,0
38178,treatment,32.29,3.92,0
30262,treatment,25.98,33.79,0
19937,control,44.95,34.51,0
17032,control,16.61,23.34,0
33993,treatment,47.88,65.77,0
16323,control,53.48,36.4,1
31787,treatment,15.06,0.0,0
35932,treatment,24.76,0.68,0
6275,control,38.49,26.23,0
38177,treatment,30.94,40.62,0
25854,treatment,30.06,42.99,0
8417,control,25.37,21.67,0
14588,control,4.77,15.36,0
599,control,10.1,25.65,0
5087,control,46.46,26.0,0
25314,treatment,29.35,22.46,0
3438,control,9.69,17.44,1
17453,control,6.7,0.56,0
10985,control,25.82,15.09,0
33623,treatment,50.21,59.06,0
38329,treatment,60.19,33.44,0
32313,treatment,5.74,15.87,0
35214,treatment,46.51,56.28,0
7637,control,52.69,57.16,0
1965,control,7.31,41.73,0
19662,control,1.48,0.0,0
25231,treatment,10.25,20.26,0
33063,treatment,7.02,14.99,0
14025,control,19.1,50.99,0
31599,treatment,26.16,32.66,1
4143,control,32.45,44.14,0
31022,treatment,21.76,62.08,0
12336,control,45.44,60.48,0
27411,treatment,18.13,37.81,0
29055,treatment,33.87,12.4,0
21102,treatment,35.23,41.4,0
5641,control,44.83,34.7,0
8767,control,16.31,21.13,0
22481,treatment,6.58,0.0,0
31067,treatment,7.88,0.0,1
37854,treatment,12.12,44.25,0
18194,control,18.06,1.72,0
8672,control,26.19,42.34,0
37139,treatment,17.0,34.79,0
24954,treatment,20.62,16.33,0
5045,control,29.52,61.35,0
26208,treatment,70.14,87.71,0
